0.22313 0 0.168359
0.22313 5.56805e-05 0.168417
0.22313 0.000112753 0.168476
0.22313 0.000171252 0.168537
0.22313 0.000231214 0.168599
0.22313 0.000292675 0.168663
0.22313 0.000355672 0.168729
0.22313 0.000420245 0.168796
0.22313 0.000486431 0.168865
0.22313 0.000554273 0.168935
0.22313 0.00062381 0.169008
0.22313 0.000695086 0.169082
0.22313 0.000768143 0.169158
0.22313 0.000843027 0.169236
0.22313 0.000919784 0.169316
0.22313 0.000998459 0.169398
0.22313 0.0010791 0.169482
0.22313 0.00116176 0.169568
0.22313 0.00124648 0.169656
0.22313 0.00133333 0.169746
0.22313 0.00142234 0.169839
0.22313 0.00151358 0.169934
0.22313 0.0016071 0.170031
0.22313 0.00170296 0.170131
0.22313 0.00180121 0.170233
0.22313 0.00190192 0.170338
0.22313 0.00200515 0.170445
0.22313 0.00211096 0.170555
0.22313 0.00221941 0.170668
0.22313 0.00233058 0.170784
0.22313 0.00244452 0.170903
0.22313 0.00256132 0.171024
0.22313 0.00268103 0.171149
0.22313 0.00280374 0.171276
0.22313 0.00292951 0.171407
0.22313 0.00305843 0.171541
0.22313 0.00319057 0.171679
0.22313 0.00332602 0.17182
0.22313 0.00346485 0.171964
0.22313 0.00360715 0.172112
0.22313 0.00375301 0.172264
0.22313 0.00390251 0.17242
0.22313 0.00405576 0.172579
0.22313 0.00421283 0.172743
0.22313 0.00437383 0.17291
0.22313 0.00453886 0.173082
0.22313 0.00470801 0.173258
0.22313 0.00488139 0.173438
0.22313 0.00505911 0.173623
0.22313 0.00524127 0.173813
0.22313 0.00542798 0.174007
0.22313 0.00561936 0.174206
0.22313 0.00581552 0.17441
0.22313 0.00601659 0.17462
0.22313 0.00622269 0.174834
0.22313 0.00643393 0.175054
0.22313 0.00665046 0.175279
0.22313 0.0068724 0.17551
0.22313 0.00709989 0.175747
0.22313 0.00733307 0.17599
0.22313 0.00757208 0.176238
0.22313 0.00781706 0.176493
0.22313 0.00806817 0.176755
0.22313 0.00832555 0.177022
0.22313 0.00858937 0.177297
0.22313 0.00885979 0.177578
0.22313 0.00913696 0.177867
0.22313 0.00942107 0.178163
